,Risk,Leverage
AMBC,0.2777777777777778,7.547517214036413
AMC,0.05555555555555555,11.472418449430222
AMCX,0.2222222222222222,6.527089768628417
AMEH,0.0,3.126076191886474
AMK,0.1111111111111111,5.81144306254577
AMKR,0.2777777777777778,4.190451666940073
AMN,0.0,1.7677190458207734
AMNB,0.0,1.7131025835659504
AMOT,0.3333333333333333,7.970172260102972
AMPE,0.7222222222222222,30.756030999915357
AMPH,0.16666666666666666,3.641584297058272
AMRC,0.3333333333333333,3.96805965978451
AMRK,0.0,3.356146313350261
AMRS,0.5,7.607629518969778
AMRX,0.3888888888888889,5.612087936352589
AMSC,0.6666666666666666,16.48784762600771
AMSF,0.3333333333333333,4.134497791536716
AMSWA,0.0,2.5037021759697433
AMTB,0.0,1.8426568681276068
AMTX,0.1111111111111111,2.389647070928488
AMWD,0.8888888888888888,-0.536908716782257
ANAB,0.0,1.869907422353646
ANAT,0.0,3.2021614467878385
ANDE,0.0,2.074092383457553
ANF,0.1111111111111111,1.7155604372769886
ANGO,0.0,2.6938820579735743
ANIK,0.05555555555555555,2.746205074038139
ANIP,0.05555555555555555,2.918921947028304
AOSL,0.1111111111111111,3.9607379131664366
APAM,0.5,12.546793709855834
APEI,0.6111111111111112,-5.107997413978606
APLE,0.1111111111111111,4.372994615180861
APLS,0.2222222222222222,5.152444738683669
APLT,0.7777777777777778,-34.56041257183498
APOG,0.0,2.2619400755479893
APPF,0.7222222222222222,-6.953709232473615
APPN,0.3888888888888889,14.140792725532714
APPS,0.3888888888888889,5.812899327950914
APTS,0.0,1.8808021235882404
APYX,0.0,2.15244671280696
AQB,0.9444444444444444,-0.2786839525551855
AQUA,0.0,1.7664751667253404
AR,0.0,2.346202304794341
ARAY,0.2222222222222222,3.4685020538124944
ARCB,0.0,2.5005471878809744
ARCH,0.2222222222222222,4.63685839971363
ARCT,0.16666666666666666,4.9468099419935525
ARDX,0.6666666666666666,-8.597008502834685
ARGO,0.16666666666666666,4.381381432903554
ARI,0.3888888888888889,5.513876270159462
ARKO,0.16666666666666666,4.337137314834084
ARLO,0.0,2.7017908913540474
ARNA,0.6111111111111112,24.005339760272573
AROC,0.8333333333333334,-0.8808794826306926
AROW,0.05555555555555555,2.4632502225134276
ARR,0.7222222222222222,-9.322811818464176
ARTNA,0.0,2.1869569200129497
ARVN,0.6111111111111112,14.00797646689719
ARWR,0.3888888888888889,9.274183440188553
ASB,0.3333333333333333,6.078508333679204
ASGN,0.3888888888888889,5.612070382936337
ASIX,0.0,2.205177117773886
ASLE,0.05555555555555555,6.1998787000499185
ASPN,0.0,4.99578032154458
ASTE,0.4444444444444444,6.507443556007577
ASXC,0.6111111111111112,12.22819948805894
ATCX,0.4444444444444444,12.052579983640761
ATEC,0.6111111111111112,-3.354974274234577
ATEN,0.0,2.1915436659811234
ATER,0.5,9.970634474582464
ATEX,0.1111111111111111,1.760477526085156
ATGE,0.3888888888888889,7.73185620736765
ATHX,0.5555555555555556,21.944607443982317
ATI,0.2222222222222222,5.25452861791882
ATKR,0.0,3.1958808364163986
ATLC,0.0,2.3289503627057764
ATNI,0.4444444444444444,9.370240219091784
ATNX,0.7777777777777778,-2.4699482042102345
ATOM,0.3333333333333333,11.921016945702156
ATOS,0.3333333333333333,5.531926980905192
ATRA,0.2777777777777778,6.131773372520789
ATRC,0.16666666666666666,3.956924681414867
ATRI,0.1111111111111111,3.309214134797598
ATRO,0.16666666666666666,2.9793975986873837
ATRS,0.3888888888888889,7.2521734061206935
ATSG,0.5555555555555556,-6.44852958112441
AUB,0.3333333333333333,4.956815511574895
AUD,0.3333333333333333,10.978032100022723
AVA,0.3333333333333333,5.14912332870513
AVAV,0.3333333333333333,6.253734523376318
AVD,0.3888888888888889,18.343403662657874
AVID,0.16666666666666666,6.257646538131059
AVNS,0.8333333333333334,-10.981633446901151
AVNT,0.3888888888888889,4.608983142367566
AVNW,0.2222222222222222,5.783250411478245
AVRO,0.5555555555555556,62.28316080590414
AVTX,0.3888888888888889,9.852686449103963
AVXL,0.0,6.797902095260691
AVYA,0.5555555555555556,3383.40747033981
AWH,0.8333333333333334,-3.8686620646713354
AWR,0.0,1.7264091344589512
AX,0.1111111111111111,3.3564173487201066
AXDX,0.2222222222222222,4.424843153475521
AXGN,0.7222222222222222,-35.553622107969545
AXL,0.2777777777777778,4.372336868784843
AXNX,0.5555555555555556,31.727050952502868
AXSM,0.7777777777777778,-0.9167562686103391
AXTI,0.3333333333333333,6.801223993437662
AZZ,0.0,2.806301504876164
B,0.5555555555555556,-19.341876570942585
BALY,0.5555555555555556,81.17721541656863
BANC,0.3333333333333333,7.338905284550918
BAND,0.5,46.08278932238192
BANF,0.16666666666666666,2.7319012281250314
BANR,0.16666666666666666,2.482618797702561
BATRA,0.2777777777777778,5.261173641101187
BATRK,0.2777777777777778,6.702454881069472
BBBY,0.5,11.786922041350795
BBCP,0.0,2.168321056705837
BBIO,0.9444444444444444,-0.20876877650530098
BBSI,0.3333333333333333,3.9736967457103813
BCC,0.2222222222222222,3.4739589267993667
BCEL,0.8888888888888888,-5.850977574924546
BCO,0.6666666666666666,-12.745111078207383
BCOR,0.5,11.373282639006332
BCOV,0.7777777777777778,-27.229784941901425
BCPC,0.0,2.303699333072206
BCRX,0.05555555555555555,2.9621683002465424
BDC,0.05555555555555555,1.9910674699329698
BDN,0.2777777777777778,4.621166880808735
BDSI,0.2777777777777778,4.561301061860818
BE,0.5555555555555556,59.962637873346566
BECN,0.2777777777777778,6.7007688228757045
BEEM,0.6666666666666666,-74.23865083381598
BFC,0.3888888888888889,7.860821430946026
BFS,0.05555555555555555,1.6343627405221193
BFST,0.1111111111111111,2.5425988709917853
BGCP,0.5555555555555556,9.553978674617355
BGFV,0.1111111111111111,2.7857472617538734
BGS,0.05555555555555555,3.266823371538988
BH,0.05555555555555555,5.455445336988228
BHB,0.2777777777777778,6.366389465503024
BHE,0.3888888888888889,41.18706038478551
BHLB,0.05555555555555555,3.641603182082034
BHR,0.6666666666666666,15.408162101050728
BHVN,0.05555555555555555,2.8832785974590567
BIG,0.7777777777777778,-16.6573830340913
BJ,0.0,1.6575218592677832
BJRI,0.6666666666666666,-5.283393020286073
BKD,0.1111111111111111,2.2976161258218673
BKE,0.05555555555555555,2.5915436456140224
BKH,0.0,2.453318825179216
BKU,0.6666666666666666,28.681984037583867
BL,0.4444444444444444,10.80468157200865
BLBD,0.2222222222222222,3.944632583948651
BLFS,0.2777777777777778,5.882130012378914
BLKB,0.05555555555555555,1.9442971891481162
BLMN,0.2777777777777778,4.734789138242396
BLNK,0.3333333333333333,4.205192004989562
BLUE,0.7777777777777778,-2.0770094555934944
BLX,0.05555555555555555,2.1844190737282787
BMI,0.3888888888888889,5.140582895198415
BMRC,0.05555555555555555,2.360936839008554
BMTC,0.2222222222222222,6.108109820719776
BNED,0.2777777777777778,4.774562794998997
BNFT,0.7777777777777778,-1.7698925868426407
BNGO,0.6666666666666666,-15.014246089898771
BOMN,0.05555555555555555,4.206962436208322
BOOM,0.4444444444444444,7.421284852965746
BOOT,0.0,1.8718468708465459
BOX,0.0,2.0551460922896543
BPMC,0.05555555555555555,3.258361741561283
BRBR,0.1111111111111111,3.3885976477419995
BRBS,0.0,2.765812718423582
BRC,0.1111111111111111,2.353619842552613
BRKL,0.16666666666666666,2.9831209365921034
BRMK,0.9444444444444444,-1.055287674728236
BRP,0.0,3.0662460552170083
BRSP,0.05555555555555555,2.974539560598351
BRT,0.05555555555555555,3.3728587133761727
BRY,0.0,3.4864269339076635
BSET,0.5,9.733836829170214
BSIG,0.05555555555555555,3.1137654173118388
BSRR,0.1111111111111111,3.861563434117717
BTAI,0.8888888888888888,-1.2312666847799416
BTRS,0.1111111111111111,3.926774553746693
BTU,0.05555555555555555,7.2343204330731
BTX,0.05555555555555555,5.9470716205983445
BUSE,0.1111111111111111,2.6243527660510084
BV,0.7777777777777778,-21.67291875220991
BVH,0.0,2.0600457758653516
BW,0.05555555555555555,2.3259574517768784
BWB,0.2222222222222222,5.639548094260005
BXC,0.0,2.3005744959522203
BXMT,0.2777777777777778,6.296957664659717
BY,0.05555555555555555,3.1317955086364875
BYRN,0.6111111111111112,20.992031622878887
BYSI,0.2777777777777778,5.131920018112406
BZH,0.2777777777777778,3.3224523370019923
CAC,0.2777777777777778,5.742356287969825
CADE,0.5555555555555556,17.188183726535666
CAKE,0.3333333333333333,5.893657972454366
CAL,0.05555555555555555,2.885807165488893
CALM,0.05555555555555555,1.9154801538928852
CALX,0.16666666666666666,4.6437946809966135
CAMP,0.6666666666666666,55.42403621029738
CAR,0.0,2.286606672520256
CARA,0.4444444444444444,9.212403960159353
CARE,0.1111111111111111,3.0144992903271213
CARG,0.16666666666666666,4.065493852759129
CARS,0.05555555555555555,3.608785923775586
CASA,0.2222222222222222,3.6025435693745718
CASH,0.1111111111111111,2.8268053441820924
CASS,0.16666666666666666,3.407356040855492
CATC,0.2777777777777778,3.8335727994334965
CATO,0.0,2.0029640423106496
CATY,0.3888888888888889,4.870316536680037
CBAY,0.8888888888888888,-3.1472073572408013
CBNK,0.05555555555555555,3.057481027568887
CBRL,0.6666666666666666,-12.694913368292982
CBT,0.2777777777777778,4.775122410538372
CBTX,0.3888888888888889,7.902250812472113
CBU,0.05555555555555555,3.5154195283512473
CBZ,0.05555555555555555,2.3073751258116633
CCB,0.05555555555555555,4.326647745580555
CCBG,0.6111111111111112,82.50498744109491
CCF,0.3888888888888889,14.421756085670735
CCMP,0.2777777777777778,4.237162017785864
CCNE,0.2777777777777778,4.369411461734569
CCO,0.05555555555555555,2.2479521944896446
CCOI,0.16666666666666666,3.6275743878607933
CCRN,0.05555555555555555,2.4242302996214953
CCS,0.16666666666666666,2.5868554477344134
CCXI,0.3333333333333333,2.672041260817401
CDE,0.6666666666666666,-185.0189457916883
CDEV,0.0,4.109758329871151
CDLX,0.5,30.180364034854364
CDMO,0.0,2.8314193608657803
CDNA,0.7777777777777778,-2.661148406350062
CDXC,0.3333333333333333,7.143996286666779
CDXS,0.3333333333333333,4.227768980128368
CDZI,0.3888888888888889,8.335233952606336
CECE,0.2777777777777778,8.478624692340098
CEIX,0.0,3.355793527704122
CELC,0.1111111111111111,3.7890695174410163
CELH,0.2222222222222222,2.787813710490712
CENT,0.1111111111111111,5.490699537903076
CENTA,0.2777777777777778,5.2488119435945215
CENX,0.16666666666666666,3.8598734109896027
CERS,0.2777777777777778,4.672756986674895
CEVA,0.2222222222222222,5.141576009086637
CFB,0.0,2.788493727977113
CFFN,0.6111111111111112,-918.4742665086337
CHCO,0.2222222222222222,5.036635596566875
CHCT,0.5,5.877387477664645
CHEF,0.3888888888888889,8.644283251895937
CHRS,0.16666666666666666,6.089615155391222
CHS,0.05555555555555555,5.612139951328228
CHUY,0.5,8.229505232082465
CHX,0.3888888888888889,8.041932601526383
CIA,0.05555555555555555,2.0701845251727917
CIM,0.05555555555555555,3.0962747679812153
CIO,0.0,2.911228573522503
CIR,0.3888888888888889,7.128471002757572
CIT,0.4444444444444444,6.330832777932007
CIVB,0.3333333333333333,5.243120468369054
CIX,0.0,4.881603710019389
CLAR,0.0,2.0865439960861347
CLBK,0.2222222222222222,3.102786724232357
CLDT,0.2777777777777778,4.440457825136804
CLDX,0.2222222222222222,3.42980017645212
CLFD,0.05555555555555555,3.903145330546353
CLI,0.05555555555555555,3.6101505323163354
CLNE,0.3888888888888889,9.619644256400791
CLNN,0.0,4.325311617376006
CLPR,0.0,2.7906176680144243
CLPT,0.2777777777777778,4.585658668086887
CLSK,0.4444444444444444,19.56358103052003
CLVS,0.6111111111111112,7.875419275203574
CLW,0.6111111111111112,184.72195118266768
CMBM,0.5555555555555556,27.793155077382696
CMC,0.16666666666666666,3.1229268656182314
CMCO,0.7777777777777778,-2.5030196650541536
CMP,0.3333333333333333,7.2572174763899175
CMPR,0.16666666666666666,5.876579126190554
CMRE,0.2222222222222222,6.220491055334026
CMRX,0.4444444444444444,7.301519176280257
CMTL,0.5555555555555556,17.051263362213607
CNDT,0.2777777777777778,11.378212965777466
CNK,0.05555555555555555,2.926118487950576
CNMD,0.5555555555555556,44.58691291257539
CNNE,0.5555555555555556,-44.125504327650866
CNO,0.3333333333333333,7.776502200877977
CNOB,0.1111111111111111,2.7727882912904733
CNR,0.5555555555555556,6.630432374986833
CNS,0.1111111111111111,3.7135123476802905
CNSL,0.16666666666666666,3.9388754198399702
CNTY,0.16666666666666666,3.8382043414148828
CNX,0.2222222222222222,3.3158611210237234
CNXN,0.6111111111111112,425.33509570716797
COGT,0.6666666666666666,-15.82372197512208
COHU,0.5555555555555556,11.684500352724095
COKE,0.0,2.227103869329041
COLB,0.6111111111111112,-6.997942611364031
COLL,0.2222222222222222,6.838969523747333
CONN,0.05555555555555555,5.0924027067299535
COOP,0.2222222222222222,2.8712051328432655
CORT,0.4444444444444444,10.769846655251424
COWN,0.3333333333333333,8.139647180257224
CPE,0.05555555555555555,3.6623452271982373
CPF,0.2222222222222222,4.271114557913686
CPK,0.0,2.7140745500698324
CPLG,0.0,2.1032752074281533
CPRX,0.0,1.788138708095689
CPS,0.7777777777777778,-5.3932713528590535
CPSI,0.0,3.3876647580810118
CRAI,0.0,2.572884819392627
CRDF,0.8888888888888888,-1.4485636624396185
CRIS,0.7777777777777778,-2.534271078494491
CRK,0.2777777777777778,3.26281989950967
CRMD,0.6666666666666666,-6.515267324746563
CRMT,0.5555555555555556,20.058054300183358
CRNC,0.6111111111111112,22.040934937377475
CRNX,0.2222222222222222,5.581031753473561
CROX,0.2222222222222222,3.830436178677358
CRS,0.5555555555555556,12.03235889730688
CRTX,0.3888888888888889,5.399859048220045
CRVL,0.0,1.6201930944779963
CRY,0.3888888888888889,7.174005739123256
CSGS,0.2777777777777778,5.734137423674351
CSII,0.6666666666666666,-13.298384923106903
CSLT,0.1111111111111111,4.1351480747835785
CSR,0.0,1.8716313044191017
CSSE,0.2777777777777778,9.091572970340152
CSTE,0.16666666666666666,2.797517436946504
CSTL,0.8333333333333334,-3.7224498129899457
CSTM,0.3888888888888889,5.85483530853601
CSTR,0.3333333333333333,6.036857636850824
CSV,0.0,2.05882291195297
CSWI,0.3888888888888889,13.395584537675447
CTBI,0.5555555555555556,8.85483130329098
CTLP,0.3888888888888889,6.16855262397543
CTMX,0.5,18.19227032642874
CTO,0.05555555555555555,2.9509546024361657
CTOS,0.16666666666666666,4.710484746572347
CTRE,0.5555555555555556,11.811091150331938
CTRN,0.2222222222222222,6.251448825889918
CTS,0.3333333333333333,8.603298835331161
CTSO,0.5555555555555556,-48.15526861352112
CTT,0.2777777777777778,3.9648948652776865
CTXR,0.05555555555555555,2.8563921946709825
CUBI,0.0,1.9870797590132216
CUE,0.4444444444444444,7.223853755971491
CURO,0.16666666666666666,2.7023710066171733
CUTR,0.05555555555555555,3.7278619105128707
CVA,0.0,
CVBF,0.3333333333333333,3.210820855535763
CVCO,0.16666666666666666,2.8683396597084845
CVET,0.7777777777777778,-3.6049806669958735
CVGI,0.5555555555555556,23.597554332338348
CVGW,0.6111111111111112,33.97060327591634
CVI,0.2777777777777778,7.018965857862299
CVLG,0.1111111111111111,2.6645410721677707
CVLT,0.4444444444444444,7.6506431165666555
CVM,0.0,2.313300416659277
CWEN,0.16666666666666666,2.7591591073078554
CWH,0.2222222222222222,2.7247195077751263
CWK,0.05555555555555555,1.9961116279303162
CWST,0.0,1.6796104742554
CWT,0.0,1.7946905611673953
CXP,0.0,1.5953109657115228
CXW,0.4444444444444444,12.46765553182436
CYH,0.4444444444444444,6.353908906580264
CYRX,0.2222222222222222,3.709531787972666
CYTK,0.05555555555555555,3.0212596546455655
CZNC,0.05555555555555555,2.629444114140415
DAKT,0.16666666666666666,5.765875385255149
DAN,0.6111111111111112,-28.377955409345944
DBD,0.6666666666666666,-11.232267600217162
DBI,0.05555555555555555,3.590377239527932
DBRG,0.2222222222222222,3.174226435169084
DCO,0.7222222222222222,-9.784150547062945
DCOM,0.0,1.7565807558055169
DCPH,0.6666666666666666,-8.539101801778688
DDD,0.1111111111111111,4.665501495523855
DDS,0.05555555555555555,4.181485336148928
DEA,0.2777777777777778,4.0840407717983425
DENN,0.3333333333333333,7.985197767526972
DFIN,0.0,2.6173816278781388
DGICA,0.4444444444444444,12.265491858220203
DGII,0.0,2.9749019633220852
DHC,0.7222222222222222,-19.270301776269104
DHIL,0.16666666666666666,3.1315132512155937
DHT,0.2222222222222222,3.07128665395113
DIN,0.4444444444444444,9.416336749197281
DIOD,0.3333333333333333,5.3052844769139735
DJCO,0.0,1.6007794428806925
DK,0.7222222222222222,19.97248130113847
DLTH,0.16666666666666666,4.977232038984488
DLX,0.5555555555555556,15.813875872571485
DM,0.1111111111111111,7.023630982415284
DMRC,0.2777777777777778,5.4657061835909415
DMS,0.2222222222222222,3.7771260539804006
DMTK,0.5555555555555556,9.125045731581903
DNLI,0.6666666666666666,-12.344317133213647
DNOW,0.16666666666666666,4.517270759767192
DOC,0.2777777777777778,5.037488563598519
DOMO,0.16666666666666666,3.8010853842569077
DOOR,0.3888888888888889,6.533216480282457
DORM,0.3888888888888889,5.2841442780118015
DRH,0.5555555555555556,8.287390989121642
DRIO,0.3333333333333333,7.445256264727843
DRNA,0.1111111111111111,2.3073507377924476
DRQ,0.7777777777777778,-36.504051380263185
DRRX,0.6111111111111112,-2.0657737953257067
DS,0.16666666666666666,4.254906323696393
DSKE,0.05555555555555555,2.932597539951843
DSPG,0.0,
DTIL,0.5,39.50710475086614
DVAX,0.0,3.3107456799125345
DX,0.3888888888888889,10.959376009831434
DXPE,0.6111111111111112,-13.965785136025568
DY,0.16666666666666666,3.056527900330194
DZSI,0.3333333333333333,5.6302569974203855
EAF,0.5555555555555556,30.436762433586583
EAT,0.7777777777777778,-1.016256843744495
EB,0.3888888888888889,10.747928134301487
EBF,0.2222222222222222,4.47928632604959
EBIX,0.7777777777777778,-35.75795270125524
EBS,0.8333333333333334,-2.9032239391031225
EBTC,0.0,1.973823501002209
ECOL,0.7222222222222222,-8.438608064805607
ECOM,0.0,3.3939656059757097
ECPG,0.0,1.662911790617173
ECVT,0.5555555555555556,13.538761183014122
EDIT,0.5,7.60765682071024
EEX,0.4444444444444444,13.890336908908612
EFC,0.2222222222222222,5.842268227823516
EFSC,0.3333333333333333,11.430667080720355
EGAN,0.7222222222222222,-2.5668081867139527
EGBN,0.4444444444444444,8.403918004146893
EGHT,0.7777777777777778,-1.352398534498578
EGLE,0.05555555555555555,3.6422369322960026
EGP,0.0,1.671055728460553
EGRX,0.3333333333333333,7.508959288842849
EHTH,0.7222222222222222,-1.9116823978406032
EIG,0.2222222222222222,3.0974605565453417
EIGR,0.8888888888888888,-1.0079770965033483
ELF,0.0,2.157261950053574
ELY,0.3888888888888889,7.205784750478758
EME,0.5,12.66127147641834
EMKR,0.3333333333333333,5.574695233424939
ENDP,0.2777777777777778,5.366950698722418
ENR,0.6111111111111112,-10.470733986479063
ENS,0.6111111111111112,-3.33550150908307
ENSG,0.7777777777777778,-4.17094781526095
ENTA,0.1111111111111111,3.802125477733461
ENV,0.5555555555555556,38.56442466851459
ENVA,0.16666666666666666,2.694850391794039
EOLS,0.0,2.8489214522974766
EPAC,0.6666666666666666,-1.3854749981581662
EPAY,0.2777777777777778,4.435710487213647
EPC,0.05555555555555555,2.329727855289108
EPRT,0.0,1.8647753546215324
EPZM,0.9444444444444444,-1.6375571715799249
EQBK,0.2777777777777778,4.409301015577101
EQC,0.4444444444444444,7.3054465735763685
ERII,0.0,2.332811228049524
ESCA,0.1111111111111111,3.627604232226215
ESE,0.1111111111111111,3.3100092934828282
ESGC,0.2777777777777778,5.1358097004990855
ESGR,0.3888888888888889,4.3251819246352
ESNT,0.6111111111111112,-15.381119163905804
ESPR,0.8333333333333334,-1.1481980014824196
ESRT,0.3888888888888889,9.669955172522302
ESTE,0.0,2.793585343259106
ETD,0.05555555555555555,2.1642118196066695
ETNB,0.8333333333333334,-1.6141094906515283
ETRN,0.0,2.7590875796978374
EVC,0.05555555555555555,2.6178192349766136
EVER,0.9444444444444444,-6.900842171121776
EVH,0.0,1.724375668795834
EVI,0.0,3.2062201163080575
EVLO,0.1111111111111111,4.568100117984325
EVOP,0.3888888888888889,7.8404647145099915
EVRI,0.2222222222222222,4.36746887686056
EVTC,0.3888888888888889,5.2700951476390205
EXLS,0.05555555555555555,1.8435272247503292
EXPI,0.2222222222222222,5.691061302554319
EXPO,0.16666666666666666,3.675449086599826
EXTR,0.1111111111111111,3.445480877118159
EYE,0.5,5.961297856118562
EYPT,0.1111111111111111,2.5775456122678655
EZPW,0.0,1.9902449476765234
FARO,0.6111111111111112,-11.574846924157658
FATE,0.7222222222222222,-10.418827121111255
FBC,0.2777777777777778,4.201333891195655
FBIO,0.2222222222222222,3.8209223805059778
FBK,0.1111111111111111,3.2976786413527837
FBMS,0.2222222222222222,4.925684315652173
FBNC,0.3888888888888889,7.373534995711184
FBP,0.16666666666666666,4.509816878851957
FBRX,1.0,0.7719426848639023
FC,0.0,2.0315664021484143
FCBC,0.16666666666666666,2.669977365252504
FCF,0.2777777777777778,3.0104514009153265
FCFS,0.3333333333333333,3.5303895674630623
FCPT,0.3888888888888889,6.91806426839404
FDBC,0.4444444444444444,7.21784055063912
FDP,0.16666666666666666,2.468179063032414
FELE,0.2777777777777778,3.368256354141806
FF,0.7777777777777778,-4.5044331379278555
FFBC,0.2222222222222222,3.1526645750505478
FFIC,0.16666666666666666,2.7882338369368616
FFIN,0.16666666666666666,3.138770678005562
FFWM,0.5555555555555556,15.355732421440253
FGEN,0.6666666666666666,-3.8664949164664653
FHI,0.16666666666666666,3.4545219422793196
FIBK,0.5,6.608016061777278
FISI,0.2777777777777778,4.433362130284834
FIX,0.16666666666666666,3.1651957532857926
FIXX,0.7777777777777778,-2.4396619227148855
FIZZ,0.1111111111111111,4.841300091927381
FLDM,0.5,25.60397369827615
FLGT,0.16666666666666666,2.5354592989288194
FLIC,0.2222222222222222,6.012716103795392
FLL,0.1111111111111111,3.5059191699242978
FLMN,0.1111111111111111,3.7777562000323193
FLNT,0.6666666666666666,49.758473527115676
FLOW,0.0,1.6429205121032187
FLR,0.0,3.6546602031228956
FLWS,0.5555555555555556,25.130856597013274
FLXS,0.2777777777777778,6.037572788971932
FMBH,0.5555555555555556,-5.2826538110034225
FMBI,0.3333333333333333,4.784638746383815
FMNB,0.1111111111111111,1.9769470635518174
FN,0.16666666666666666,3.3640951422458616
FNKO,0.1111111111111111,2.989729158708527
FNLC,0.1111111111111111,3.735892089015992
FOA,0.1111111111111111,6.313212673316143
FOCS,0.16666666666666666,3.990542178234654
FOE,0.0,2.0855073657324947
FOLD,0.7777777777777778,-1.1807794258600837
FOR,0.2777777777777778,5.775497270381019
FORM,0.5555555555555556,9.421659255815271
FORR,0.0,2.4482538028710685
FOSL,0.16666666666666666,7.816658850624174
FOXF,0.1111111111111111,2.84223022196994
FPI,0.0,3.253546111434908
FRBA,0.1111111111111111,4.809926736160502
FRBK,0.16666666666666666,3.7681609460498446
FREE,0.3333333333333333,7.187514119150452
FREQ,0.3888888888888889,8.681983038805836
FRG,0.05555555555555555,3.061426384579893
FRGI,0.16666666666666666,3.5220311551103936
FRME,0.5555555555555556,9.94039113346432
FRO,0.2222222222222222,3.3743377396765535
FRPH,0.2222222222222222,3.899286785429359
FRST,0.5,14.724751437561176
FRTA,0.1111111111111111,2.468152727772172
FSBW,0.2222222222222222,5.997987109134625
FSP,0.3333333333333333,6.465936521066285
FSR,0.0,8.826213497734905
FSS,0.16666666666666666,2.2461800513883925
FTSI,0.0,4.130461890162813
FUBO,0.3333333333333333,4.871136762619971
FUL,0.1111111111111111,2.947378931017616
FULC,0.1111111111111111,6.9487237706120535
FULT,0.2777777777777778,2.7635595545293246
FUV,0.2777777777777778,7.620739370478069
FWRD,0.5,7.963736985554157
GABC,0.2222222222222222,7.061973830291095
GATX,0.16666666666666666,2.737348250690107
GBCI,0.4444444444444444,20.33615958186451
GBL,0.05555555555555555,3.16867044665525
GBOX,0.7222222222222222,-11.675353281185913
GBT,0.5555555555555556,-21.295156576661753
GBX,0.2222222222222222,4.093662964042354
GCI,0.2777777777777778,3.3786209929648883
GCMG,0.1111111111111111,4.263656865661576
GCO,0.16666666666666666,4.540267326022419
GCP,0.0,2.1316739349901295
GDEN,0.0,2.4445125708461886
GDOT,0.7222222222222222,-3.122483363174246
GDYN,0.0,3.6635716712145245
GEF,0.3333333333333333,5.113044667299481
GEO,0.3333333333333333,10.348206908613525
GERN,0.2222222222222222,6.426833140543497
